-0.01,1.0,-0.07,-0.09,0.92,0.4,-14.93,-39.4,-16.6
-0.01,1.0,-0.07,-0.03,0.92,0.34,-14.85,-39.46,-16.9
-0.01,1.0,-0.07,-0.12,0.82,0.24,-14.64,-39.46,-16.59
-0.01,1.0,-0.07,0.0,0.85,0.27,-14.64,-39.42,-16.42
-0.01,1.0,-0.07,-0.15,0.85,0.31,-14.08,-39.35,-16.48
-0.01,1.0,-0.07,0.03,0.89,0.21,-14.51,-39.25,-16.56
-0.01,1.0,-0.07,-0.06,0.89,0.27,-14.68,-39.26,-16.95
-0.01,1.0,-0.07,-0.06,0.85,0.27,-14.71,-39.42,-16.62
-0.01,1.0,-0.07,-0.09,0.85,0.43,-14.41,-39.32,-15.95
-0.01,1.0,-0.07,-0.12,0.95,0.15,-14.49,-39.61,-16.51
-0.01,1.0,-0.07,-0.09,0.85,0.15,-14.65,-39.5,-17.13
-0.01,1.0,-0.07,-0.09,0.82,0.03,-14.75,-39.6,-17.0
-0.01,1.0,-0.07,0.0,0.95,0.09,-14.76,-39.34,-16.74
-0.01,1.0,-0.07,-0.15,0.92,0.03,-14.69,-39.39,-16.47
-0.01,1.0,-0.07,-0.15,0.85,0.0,-14.37,-39.09,-16.55
-0.01,1.0,-0.07,-0.15,0.82,-0.09,-14.59,-39.01,-16.38
-0.01,1.0,-0.07,0.03,0.79,0.37,-14.65,-39.15,-16.06
-0.01,1.0,-0.07,-0.31,0.89,-0.52,-14.7,-39.36,-16.17
-0.01,0.99,-0.07,0.0,0.79,-0.24,-14.83,-39.23,-16.87
-0.01,1.0,-0.07,-0.21,0.89,-0.82,-14.46,-39.41,-16.16
-0.01,1.0,-0.07,0.0,0.98,0.52,-14.52,-39.34,-16.52
-0.01,1.0,-0.07,-0.18,0.89,0.12,-14.75,-39.38,-16.12
-0.01,1.0,-0.07,-0.09,0.82,0.37,-14.77,-39.47,-16.32
-0.02,1.0,-0.07,-0.06,0.92,0.12,-14.82,-39.37,-16.15
-0.01,1.0,-0.07,-0.06,0.82,0.27,-14.82,-39.1,-16.38
-0.02,1.0,-0.07,-0.03,0.89,0.4,-14.75,-39.04,-16.17
-0.01,1.0,-0.07,-0.09,0.82,0.31,-14.68,-39.03,-16.96
-0.01,1.0,-0.07,-0.09,0.89,0.37,-14.77,-38.77,-16.23
-0.01,1.0,-0.07,-0.09,0.89,0.27,-14.54,-39.11,-16.37
-0.01,1.0,-0.07,-0.06,0.92,0.52,-14.6,-39.34,-16.73
-0.01,1.0,-0.07,-0.09,0.89,0.58,-14.68,-39.23,-16.91
-0.01,1.0,-0.07,-0.12,0.85,0.46,-14.66,-39.4,-16.69
-0.01,1.0,-0.07,-0.09,0.92,0.34,-14.65,-39.22,-17.47
-0.01,0.99,-0.07,0.03,0.85,0.73,-14.65,-39.43,-17.29
-0.02,1.0,-0.07,-0.15,0.98,-0.09,-14.78,-39.24,-17.16
-0.01,1.0,-0.07,-0.06,0.85,1.1,-14.73,-39.24,-16.56
-0.01,1.0,-0.07,-0.09,0.85,0.76,-14.78,-39.15,-17.44
-0.01,1.0,-0.07,-0.12,0.92,0.46,-14.8,-39.28,-17.1
-0.01,1.0,-0.07,-0.06,0.95,0.55,-14.53,-39.19,-17.05
-0.01,1.0,-0.07,-0.06,0.89,0.12,-14.86,-39.17,-16.83
-0.01,1.0,-0.07,-0.03,0.79,-0.03,-14.73,-39.23,-16.66
-0.01,1.0,-0.07,-0.15,0.76,-0.49,-14.84,-39.16,-16.6
-0.01,1.0,-0.07,-0.15,0.76,-0.46,-14.89,-39.21,-16.53
-0.01,1.0,-0.07,-0.09,0.79,-0.12,-14.63,-39.33,-16.2
-0.02,1.0,-0.07,-0.12,0.89,-0.18,-14.68,-39.07,-17.19
-0.01,1.0,-0.07,-0.18,0.89,-0.34,-14.41,-39.08,-16.78
-0.01,1.0,-0.07,-0.15,0.82,-0.31,-14.91,-39.1,-16.48
-0.01,1.0,-0.07,-0.12,0.92,0.03,-14.72,-39.14,-16.66
-0.02,1.0,-0.07,-0.09,0.85,0.21,-14.91,-39.21,-16.7
-0.01,1.0,-0.07,-0.15,0.89,0.15,-14.96,-38.86,-16.94
-0.01,1.0,-0.07,-0.12,0.82,0.43,-14.58,-39.14,-16.73
-0.02,1.0,-0.07,-0.15,0.92,0.49,-14.86,-39.0,-16.84
-0.02,1.0,-0.07,0.0,0.89,0.64,-14.86,-39.0,-16.89
-0.01,1.0,-0.07,-0.06,0.89,0.64,-14.95,-39.06,-16.82
-0.01,1.0,-0.07,-0.09,0.89,0.37,-14.95,-39.1,-17.11
-0.02,1.0,-0.07,-0.15,0.95,0.52,-14.36,-39.13,-16.61
-0.01,1.0,-0.07,-0.09,0.92,0.49,-14.61,-39.14,-16.91
-0.01,1.0,-0.07,-0.15,0.85,0.64,-14.91,-39.03,-17.24
-0.01,1.0,-0.07,-0.12,0.95,0.7,-14.8,-39.1,-16.75
-0.01,1.0,-0.07,-0.06,0.89,0.7,-14.63,-39.37,-16.85
-0.01,1.0,-0.07,-0.03,0.89,0.67,-14.84,-39.21,-15.68
-0.01,1.0,-0.07,-0.09,0.89,0.58,-14.89,-39.25,-16.47
-0.02,1.0,-0.07,-0.03,0.82,0.55,-14.61,-39.25,-16.27
-0.01,1.0,-0.07,-0.06,0.98,0.46,-14.93,-38.94,-16.33
-0.01,1.0,-0.07,-0.03,0.92,0.37,-14.86,-39.18,-16.59
-0.01,1.0,-0.07,0.0,0.76,0.4,-14.35,-39.27,-16.61
-0.01,1.0,-0.07,-0.09,0.92,0.52,-14.5,-39.17,-15.88
-0.01,1.0,-0.07,-0.12,0.89,0.61,-11.65,-39.23,-13.82
-0.01,1.0,-0.07,-0.12,0.89,0.37,-9.96,-39.48,-13.01
-0.01,1.0,-0.07,-0.09,0.85,0.24,-9.41,-39.56,-13.2
-0.02,1.0,-0.07,-0.09,0.89,-0.37,-10.01,-39.61,-13.27
-0.01,1.0,-0.07,-0.12,0.82,0.09,-9.9,-39.53,-13.54
-0.01,1.0,-0.07,-0.12,0.85,0.64,-10.16,-39.69,-13.55
-0.01,1.0,-0.07,-0.06,0.92,0.67,-10.25,-39.55,-13.16
-0.01,1.0,-0.07,-0.09,0.82,0.4,-13.93,-39.36,-16.02
-0.01,1.0,-0.07,-0.03,0.89,-0.06,-13.67,-39.44,-15.74
-0.01,1.0,-0.07,-0.03,0.89,0.79,-13.11,-39.44,-15.4
-0.01,1.0,-0.07,0.03,0.92,1.07,-14.69,-39.33,-16.65
-0.01,1.0,-0.07,-0.06,1.04,1.1,-14.73,-39.28,-17.08
-0.01,1.0,-0.07,-0.09,1.01,0.92,-14.71,-39.12,-17.04
-0.01,1.0,-0.07,-0.09,0.98,0.79,-14.81,-39.24,-16.86
-0.01,1.0,-0.07,0.0,0.85,0.89,-10.77,-39.87,-14.02
-0.01,1.0,-0.07,-0.09,0.92,0.89,-9.7,-39.57,-13.41
-0.01,1.0,-0.07,-0.06,0.92,0.92,-13.54,-39.42,-15.33
-0.01,1.0,-0.07,-0.03,0.95,0.7,-13.48,-39.2,-15.86
-0.01,0.99,-0.07,0.0,0.82,1.07,-13.58,-39.33,-15.8
-0.01,1.01,-0.07,-0.15,0.95,0.09,-12.5,-39.26,-15.39
-0.01,1.0,-0.07,-0.03,0.89,1.07,-14.72,-39.32,-16.82
-0.01,1.0,-0.07,-0.12,0.89,0.7,-14.68,-39.17,-16.62
-0.01,1.0,-0.07,-0.09,0.85,0.61,-14.62,-39.15,-16.53
-0.01,1.0,-0.07,-0.21,0.92,0.82,-14.56,-39.28,-17.23
-0.01,1.0,-0.07,-0.03,0.95,0.89,-14.64,-39.19,-16.97
-0.01,1.0,-0.07,-0.06,0.85,0.64,-14.86,-39.29,-16.44
-0.01,1.0,-0.07,-0.18,0.85,0.21,-14.79,-39.4,-16.81
-0.01,1.0,-0.07,-0.03,0.89,0.03,-14.89,-39.36,-16.39
-0.01,1.0,-0.07,-0.09,0.85,0.12,-14.96,-39.38,-16.68
-0.01,1.0,-0.07,0.0,0.82,0.24,-14.58,-39.21,-16.58
-0.01,1.0,-0.07,-0.09,0.92,0.18,-14.87,-39.29,-16.2
-0.01,1.0,-0.07,-0.09,0.92,0.09,-14.89,-39.31,-16.43
-0.01,1.0,-0.07,-0.09,0.79,0.34,-14.93,-39.27,-16.11
-0.01,1.0,-0.07,-0.03,0.89,0.49,-14.99,-39.38,-16.54
-0.01,1.0,-0.07,0.0,0.89,0.37,-14.58,-39.31,-16.53
-0.01,1.0,-0.07,-0.09,0.89,0.18,-14.98,-39.12,-16.6
-0.01,1.0,-0.07,-0.12,0.89,0.21,-15.01,-39.22,-16.55
-0.01,1.0,-0.07,-0.09,0.95,0.4,-14.94,-38.95,-16.83
-0.01,1.0,-0.07,-0.03,0.89,0.49,-14.87,-39.21,-16.55
-0.01,1.0,-0.07,-0.12,0.85,0.52,-14.87,-39.26,-16.74
-0.01,1.0,-0.07,-0.06,0.92,0.21,-14.68,-39.26,-17.44
-0.01,1.0,-0.07,-0.15,0.95,0.37,-14.89,-39.14,-17.49
-0.01,1.0,-0.07,-0.12,0.89,0.49,-14.69,-39.13,-17.06
-0.01,1.0,-0.07,-0.09,0.89,0.46,-14.73,-39.28,-16.81
-0.01,1.0,-0.07,-0.12,0.85,0.34,-14.8,-39.26,-17.05
-0.01,1.0,-0.07,-0.06,0.89,0.46,-14.72,-39.09,-16.79
-0.01,1.0,-0.07,-0.06,0.89,0.64,-14.89,-39.35,-17.07
-0.01,1.0,-0.07,-0.03,0.95,0.34,-14.95,-39.19,-16.8
-0.01,1.0,-0.07,-0.09,0.85,0.49,-14.74,-39.35,-16.78
-0.01,1.0,-0.07,-0.09,0.98,0.4,-14.95,-39.33,-16.94
-0.01,1.0,-0.07,-0.06,0.95,0.49,-14.28,-39.39,-16.33
-0.01,1.0,-0.07,-0.06,0.95,0.49,-14.56,-39.3,-16.43
-0.01,1.0,-0.07,-0.06,0.82,0.46,-14.56,-39.35,-16.79
-0.01,1.0,-0.07,-0.09,0.98,0.43,-14.81,-39.4,-16.87
-0.01,0.99,-0.07,-0.06,0.85,0.55,-14.51,-39.23,-16.78
-0.01,1.0,-0.07,-0.18,0.79,-0.18,-14.36,-39.39,-16.72
-0.01,0.99,-0.07,-0.03,0.85,0.34,-14.6,-39.19,-17.1
-0.01,1.0,-0.07,-0.12,0.82,0.12,-14.64,-39.34,-16.73
-0.01,0.99,-0.07,-0.09,0.95,0.89,-14.56,-39.31,-16.42
-0.01,1.0,-0.07,-0.12,0.85,0.34,-14.51,-39.33,-16.67
-0.01,1.0,-0.07,-0.03,0.79,0.4,-14.29,-39.33,-16.22
-0.01,1.0,-0.07,-0.06,0.98,0.09,-14.79,-39.35,-16.83
-0.01,1.0,-0.07,-0.03,0.85,0.52,-14.79,-39.45,-16.64
-0.01,1.0,-0.07,-0.12,0.82,0.64,-14.75,-39.18,-16.58
-0.01,1.0,-0.07,-0.03,0.85,0.49,-14.73,-39.28,-16.04
-0.01,1.0,-0.07,-0.06,0.89,0.43,-14.62,-39.32,-16.16
-0.01,1.0,-0.07,-0.09,0.85,0.64,-14.74,-39.24,-16.54
-0.01,1.0,-0.07,-0.15,0.92,0.61,-14.85,-39.44,-16.57
-0.01,1.0,-0.07,-0.09,0.95,0.73,-14.88,-39.47,-16.48
-0.01,1.0,-0.07,-0.15,0.76,0.49,-14.68,-39.0,-16.53
-0.01,1.0,-0.07,-0.03,0.95,0.4,-14.39,-39.33,-16.51
-0.01,1.0,-0.07,0.0,0.92,0.31,-14.68,-39.12,-17.01
-0.01,1.0,-0.07,0.03,0.89,0.46,-14.73,-39.27,-16.82
-0.01,1.0,-0.07,-0.15,0.89,0.58,-14.62,-39.19,-16.47
-0.01,1.0,-0.07,-0.18,0.89,0.7,-14.73,-39.19,-16.67
-0.01,1.0,-0.07,-0.18,0.92,0.43,-14.75,-39.45,-17.23
-0.01,1.0,-0.07,-0.03,0.89,0.18,-14.79,-39.27,-16.68
-0.01,1.0,-0.07,0.0,0.92,0.27,-14.79,-39.39,-17.53
-0.01,1.0,-0.07,0.0,0.89,0.12,-14.82,-39.26,-17.06
-0.01,0.99,-0.07,0.0,0.82,0.12,-14.7,-39.34,-17.22
-0.01,1.0,-0.07,-0.09,0.89,-0.27,-14.74,-39.35,-16.63
-0.01,1.0,-0.07,-0.15,0.85,-0.31,-14.63,-39.38,-16.76
-0.01,1.0,-0.07,-0.03,0.89,-0.27,-14.72,-39.39,-16.75
-0.01,1.0,-0.07,-0.15,0.82,-0.15,-14.65,-39.4,-17.04
-0.01,1.0,-0.07,-0.12,0.89,0.06,-14.47,-39.16,-17.05
-0.01,1.0,-0.07,-0.18,0.89,-0.03,-14.49,-39.3,-17.31
-0.01,1.0,-0.07,-0.09,0.82,0.21,-14.66,-39.47,-16.79
-0.01,1.0,-0.07,-0.06,0.89,0.21,-14.52,-39.48,-17.39
-0.01,1.0,-0.07,-0.06,0.92,0.0,-14.67,-39.28,-16.99
-0.01,1.0,-0.07,-0.03,0.85,0.31,-14.52,-39.4,-17.37
-0.01,1.0,-0.07,-0.09,0.89,0.43,-14.75,-39.34,-16.89
-0.01,1.0,-0.07,-0.03,0.92,0.09,-14.64,-39.29,-16.72
-0.01,1.0,-0.07,-0.09,0.89,-0.03,-14.81,-39.37,-17.08
-0.01,1.0,-0.07,-0.03,0.85,-0.24,-14.51,-39.31,-16.92
-0.01,1.0,-0.07,-0.09,0.92,0.03,-14.95,-39.16,-16.43
-0.01,1.0,-0.07,-0.15,0.85,0.03,-14.63,-39.12,-16.54
-0.01,1.0,-0.07,-0.24,0.92,0.12,-14.47,-39.43,-16.66
-0.01,1.0,-0.07,-0.12,0.89,0.12,-14.62,-39.27,-16.14
-0.01,1.0,-0.07,-0.12,0.95,-0.03,-14.46,-39.33,-16.19
-0.01,1.0,-0.07,-0.12,0.82,-0.21,-14.45,-39.27,-16.47
-0.01,1.0,-0.07,-0.09,0.85,-0.18,-11.46,-39.42,-13.55
-0.01,1.0,-0.07,-0.03,0.79,0.0,-9.43,-39.77,-13.35
-0.01,1.0,-0.07,-0.06,0.89,0.43,-9.85,-39.72,-13.32
-0.01,1.0,-0.07,-0.06,0.85,0.4,-9.95,-39.66,-13.19
-0.01,1.0,-0.07,-0.06,0.89,-0.12,-9.39,-39.7,-12.98
-0.01,1.0,-0.07,-0.18,0.89,-0.24,-9.59,-39.55,-13.03
-0.02,0.99,-0.07,0.12,0.85,0.24,-10.0,-39.82,-13.05
-0.01,1.0,-0.07,-0.24,0.92,-0.58,-10.16,-39.71,-13.5
-0.01,0.99,-0.07,-0.03,0.79,-0.21,-10.0,-39.82,-12.55
-0.01,1.0,-0.07,-0.24,0.98,-0.34,-12.12,-39.52,-14.14
-0.01,1.0,-0.07,-0.09,0.92,0.73,-9.66,-39.53,-12.6
-0.02,1.0,-0.07,-0.09,0.89,0.64,-13.52,-39.26,-15.36
-0.01,1.0,-0.07,-0.03,0.95,0.46,-13.63,-39.21,-15.9
-0.01,1.0,-0.07,-0.06,0.92,0.46,-13.81,-39.29,-15.52
-0.01,1.0,-0.07,0.0,0.85,0.67,-14.22,-39.14,-16.69
-0.01,0.99,-0.07,-0.03,0.92,0.7,-14.71,-39.02,-16.91
-0.01,1.0,-0.07,0.0,0.95,0.67,-14.44,-38.93,-16.77
-0.02,1.0,-0.07,-0.06,0.89,0.73,-14.81,-39.18,-17.47
-0.01,1.0,-0.07,-0.09,0.95,0.95,-14.52,-38.82,-16.83
-0.02,1.0,-0.07,-0.15,0.85,1.07,-14.86,-39.16,-16.81
-0.01,1.0,-0.07,0.0,0.98,0.79,-14.81,-39.04,-17.09
-0.01,1.0,-0.07,-0.09,0.85,0.58,-14.49,-39.22,-17.13
-0.01,1.0,-0.07,-0.03,0.92,0.76,-14.7,-39.35,-16.91
-0.01,1.0,-0.07,-0.31,0.89,0.21,-14.78,-39.25,-16.83
-0.01,0.99,-0.07,0.15,0.92,1.22,-14.53,-39.3,-16.54
-0.01,1.0,-0.07,-0.06,0.85,0.7,-14.6,-39.32,-17.16
-0.01,1.0,-0.07,-0.15,0.95,0.61,-14.67,-39.09,-16.55
-0.01,1.0,-0.07,-0.06,0.85,0.85,-14.48,-39.06,-16.54
-0.01,1.0,-0.07,0.06,0.89,0.7,-14.69,-39.25,-16.52
-0.01,1.0,-0.07,-0.18,0.92,0.55,-14.78,-39.19,-16.68
-0.01,1.0,-0.07,0.03,0.82,0.15,-14.46,-39.13,-16.76
-0.01,1.0,-0.07,-0.09,0.79,0.06,-14.63,-39.14,-16.74
-0.01,1.0,-0.07,-0.18,0.89,0.21,-14.61,-39.05,-16.57
-0.01,1.0,-0.07,0.06,0.76,0.43,-14.67,-39.05,-16.38
-0.01,1.0,-0.07,-0.12,0.92,0.18,-14.57,-38.95,-16.1
-0.01,1.0,-0.07,-0.15,0.82,0.09,-14.65,-38.73,-16.43
-0.01,1.0,-0.07,-0.15,0.82,0.09,-14.73,-39.07,-16.48
-0.01,1.0,-0.07,-0.06,0.92,0.4,-14.71,-39.09,-16.23
-0.01,1.0,-0.07,-0.03,0.89,0.31,-14.75,-39.12,-16.02
-0.01,1.0,-0.07,-0.09,0.95,0.18,-14.75,-39.13,-16.26
-0.01,1.0,-0.07,-0.09,0.85,0.09,-14.77,-39.05,-15.93
-0.01,1.0,-0.07,-0.12,0.89,0.34,-14.69,-39.07,-16.41
-0.01,1.0,-0.07,-0.12,0.95,0.55,-14.31,-39.08,-15.87
-0.01,1.0,-0.07,-0.06,0.85,0.34,-14.48,-39.01,-16.36
-0.01,1.0,-0.07,-0.03,0.89,0.43,-14.56,-38.86,-16.84
-0.01,1.0,-0.07,-0.06,0.82,0.55,-14.62,-39.1,-17.03
-0.01,1.0,-0.07,-0.06,0.89,0.61,-14.54,-39.08,-17.14
-0.01,1.0,-0.07,-0.15,0.85,0.49,-14.29,-39.06,-16.53
-0.01,1.0,-0.07,-0.12,0.82,0.31,-14.48,-39.25,-17.15
-0.01,1.0,-0.07,-0.12,0.82,0.37,-14.79,-39.25,-16.75
-0.01,1.0,-0.07,-0.03,0.95,0.46,-14.51,-39.03,-16.78
-0.01,1.0,-0.07,-0.03,0.89,0.55,-14.33,-39.17,-16.76
-0.01,1.0,-0.07,-0.12,0.95,0.61,-14.27,-39.1,-16.52
-0.01,1.0,-0.07,-0.03,0.92,0.55,-14.78,-39.08,-16.7
-0.01,1.0,-0.07,-0.15,0.89,0.34,-14.87,-39.2,-16.82
-0.01,1.0,-0.07,-0.09,0.85,0.37,-14.64,-39.12,-16.34
-0.01,1.0,-0.07,-0.09,0.85,0.24,-14.59,-39.0,-16.5
-0.01,0.99,-0.07,-0.06,0.82,0.31,-14.32,-39.03,-16.26
-0.01,1.0,-0.07,-0.18,0.85,-0.18,-14.67,-38.95,-16.59
-0.01,1.0,-0.07,-0.18,0.85,0.06,-14.58,-38.95,-16.34
-0.01,1.0,-0.07,0.03,0.85,0.64,-14.79,-39.11,-16.16
-0.01,1.0,-0.07,-0.15,0.85,0.92,-14.58,-39.14,-16.13
-0.01,1.0,-0.07,-0.03,0.89,0.49,-14.19,-39.09,-16.06
-0.01,1.0,-0.07,0.0,0.85,0.21,-14.68,-39.3,-16.32
-0.01,1.0,-0.07,-0.09,0.95,0.49,-14.67,-39.01,-16.8
-0.01,1.0,-0.07,-0.03,0.92,0.82,-14.86,-38.93,-16.63
-0.01,1.0,-0.07,0.0,0.85,0.67,-14.79,-38.86,-16.42
-0.01,1.0,-0.07,0.0,0.92,0.49,-14.54,-39.23,-16.54
-0.01,1.0,-0.07,-0.09,0.89,0.52,-14.61,-39.2,-16.58
-0.01,1.0,-0.07,-0.06,0.89,0.76,-14.77,-39.09,-16.71
-0.01,1.0,-0.07,-0.12,0.85,0.73,-14.64,-38.99,-16.43
-0.01,1.0,-0.07,-0.09,0.98,0.46,-14.73,-39.16,-15.95
-0.01,1.0,-0.07,-0.06,0.92,0.31,-14.77,-39.47,-16.08
-0.01,1.0,-0.07,-0.06,0.92,0.7,-15.04,-39.22,-16.49
-0.01,1.0,-0.07,-0.12,0.92,0.12,-14.74,-39.19,-16.22
-0.01,0.99,-0.07,0.0,0.82,1.04,-14.92,-39.42,-16.76
-0.01,1.0,-0.07,0.0,0.92,0.76,-14.84,-39.42,-16.58
-0.01,1.0,-0.07,-0.09,0.85,0.61,-14.64,-39.24,-16.8
-0.01,1.0,-0.07,-0.06,0.85,0.43,-14.76,-39.19,-16.72
-0.01,1.0,-0.07,0.0,0.95,0.55,-14.78,-39.01,-16.42
-0.01,1.0,-0.07,-0.15,0.85,0.49,-14.66,-39.03,-16.2
-0.01,1.0,-0.07,-0.06,0.92,0.27,-14.54,-39.06,-16.02
-0.01,1.0,-0.07,0.03,0.76,0.0,-14.57,-39.02,-15.99
-0.01,1.0,-0.07,-0.18,0.82,-0.34,-14.68,-39.12,-16.58
-0.01,1.0,-0.07,-0.15,0.89,-0.27,-14.52,-39.14,-16.49
-0.01,1.0,-0.07,-0.06,0.85,0.03,-14.28,-39.25,-16.56
-0.01,1.0,-0.07,-0.09,0.79,0.06,-14.78,-38.96,-16.74
-0.01,1.0,-0.07,-0.06,0.85,0.24,-14.79,-39.08,-16.68
-0.01,1.0,-0.07,-0.18,0.76,0.12,-14.69,-39.1,-16.43
-0.02,1.0,-0.07,-0.06,0.92,0.03,-14.56,-39.23,-16.09
-0.01,1.0,-0.07,-0.15,0.92,0.15,-14.73,-39.18,-15.73
-0.01,1.0,-0.07,-0.03,0.89,0.21,-14.47,-38.99,-15.97
-0.01,1.0,-0.07,-0.18,0.98,0.21,-14.48,-39.31,-16.0
-0.01,1.0,-0.07,-0.12,0.92,0.09,-14.35,-39.08,-16.52
-0.01,1.0,-0.07,-0.09,0.92,0.31,-14.71,-39.1,-16.15
-0.01,1.0,-0.07,-0.09,0.89,0.27,-14.72,-39.13,-16.03
-0.01,1.0,-0.07,-0.03,1.01,0.43,-14.65,-39.15,-16.26
-0.01,1.0,-0.07,-0.09,0.89,0.49,-14.62,-39.2,-16.31
-0.01,1.0,-0.07,-0.12,0.85,0.4,-14.06,-39.25,-16.18
-0.01,1.0,-0.07,-0.12,0.95,0.18,-14.0,-39.11,-16.16
-0.01,1.0,-0.07,-0.06,0.92,0.31,-9.64,-39.63,-13.36
-0.01,1.0,-0.07,-0.06,0.82,0.46,-9.48,-39.66,-13.07
-0.01,1.0,-0.07,-0.15,0.85,0.49,-9.32,-39.53,-12.9
-0.01,1.0,-0.07,-0.09,0.98,0.52,-9.68,-39.84,-13.18
-0.01,1.0,-0.07,-0.03,0.89,0.55,-9.64,-39.58,-13.08
-0.01,1.0,-0.07,-0.06,0.89,0.58,-10.52,-39.39,-13.81
-0.01,1.0,-0.07,-0.06,0.85,0.4,-9.32,-39.69,-12.97
-0.01,1.0,-0.07,-0.12,0.92,0.4,-13.58,-39.33,-15.89
-0.01,1.0,-0.07,-0.06,0.89,0.46,-13.66,-39.15,-15.69
-0.01,0.99,-0.07,-0.06,0.85,0.43,-13.58,-39.14,-15.34
-0.01,1.0,-0.07,-0.03,0.82,0.03,-14.85,-38.98,-16.13
-0.01,1.0,-0.07,-0.12,0.82,0.12,-14.82,-39.13,-16.62
-0.01,1.0,-0.07,-0.06,0.89,0.18,-14.84,-39.0,-16.61
-0.01,1.0,-0.07,-0.03,0.79,0.79,-14.47,-39.3,-16.7
-0.01,1.0,-0.07,-0.03,0.95,0.46,-14.61,-39.37,-16.48
-0.01,1.0,-0.07,-0.12,0.85,0.21,-14.69,-39.23,-17.0
-0.01,1.0,-0.07,-0.09,0.92,0.03,-14.46,-39.24,-16.82
-0.01,1.0,-0.07,-0.03,0.82,0.52,-14.89,-39.18,-16.46
-0.01,1.0,-0.07,-0.06,0.79,0.4,-14.56,-39.2,-16.66
-0.01,1.0,-0.07,-0.03,0.92,0.31,-14.8,-39.34,-16.74
-0.01,1.0,-0.07,-0.03,0.89,0.09,-14.63,-39.27,-16.17
-0.01,1.0,-0.07,-0.06,0.95,0.4,-14.66,-39.14,-16.28
-0.01,1.0,-0.07,-0.06,0.85,0.49,-14.7,-39.08,-16.32
-0.01,1.0,-0.07,-0.12,0.98,0.37,-14.77,-38.97,-16.05
-0.01,1.0,-0.07,-0.12,0.89,0.52,-14.33,-39.22,-16.08
-0.01,1.0,-0.07,-0.03,0.92,0.73,-14.77,-39.34,-16.76
-0.01,1.0,-0.07,-0.18,0.85,0.03,-14.73,-38.96,-16.59
-0.01,1.0,-0.07,0.0,0.92,0.95,-14.66,-39.32,-16.59
-0.01,1.0,-0.07,-0.03,0.95,0.55,-14.57,-39.22,-16.52
-0.01,1.0,-0.07,-0.03,0.92,0.89,-14.33,-39.17,-15.79
-0.01,1.0,-0.07,-0.12,0.89,0.64,-14.76,-39.03,-16.32
-0.01,1.0,-0.07,-0.09,0.89,0.43,-14.74,-39.16,-16.12
